MsCode,HECCode,Estimate,RSE,Flag
M003,01.5.03,3808200,,P
M003,01.5.03.0,3808200,,P
M003,01.5.03.0.0,3808200,,P
M003,01.5.03.0.0.01,,,S
M003,01.5.03.0.0.02,,,S
M003,01.5.03.0.0.03,,,S
M003,01.5.03.0.0.04,,,S
M003,02,51611200,,R
M003,02.1,36100500,,R
M003,02.1.01,12399800,,R
M003,02.1.01.1,8667500,,R
M003,02.1.01.1.0,8667500,,R
M003,02.1.01.1.0.00,8667500,,R
M003,02.1.01.2,3732300,,R
M003,02.1.01.2.0,3732300,,R
M003,02.1.01.2.0.00,3732300,,R
M003,02.1.02,13890000,,R
M003,02.1.02.1,12175200,,R
M003,02.1.02.1.0,12175200,,R
M003,02.1.02.1.0.01,742400,,M
M003,02.1.02.1.0.02,50200,,L
M003,02.1.02.1.0.03,11382600,,R
M003,02.1.02.1.0.04,,,S
M003,02.1.02.2,1714800,,M
M003,02.1.02.2.0,1714800,,M
M003,02.1.02.2.0.01,167200,,L
M003,02.1.02.2.0.02,,,S
M003,02.1.02.2.0.03,1540500,,M
M003,02.1.02.2.0.04,,,S
M003,02.1.03,3689600,,M
M003,02.1.03.1,3078100,,M
M003,02.1.03.1.0,3078100,,M
M003,02.1.03.1.0.01,2267500,,M
M003,02.1.03.1.0.02,,,S
M003,02.1.03.1.0.03,237300,,L
M003,02.1.03.1.0.04,573300,,M
M003,02.1.03.2,611500,,M
M003,02.1.03.2.0,611500,,M
M003,02.1.03.2.0.01,127200,,L
M003,02.1.03.2.0.02,448600,,L
M003,02.1.03.2.0.03,,,S
M003,02.1.03.2.0.04,35700,,L
M003,02.1.04,6121100,,R
M003,02.1.04.0,6121100,,R
M003,02.1.04.0.0,6121100,,R
M003,02.1.04.0.0.00,4217200,,M
M003,02.1.04.0.0.01,1840600,,M
M003,02.1.04.0.0.99,,,S
M003,02.2,15419000,,R
M003,02.2.00,15419000,,R
M003,02.2.00.1,11337200,,R
M003,02.2.00.1.0,11337200,,R
M003,02.2.00.1.0.00,11337200,,R
M003,02.2.00.2,,,S
M003,02.2.00.2.0,,,S
M003,02.2.00.2.0.00,,,S
M003,02.2.00.3,3250000,,M
M003,02.2.00.3.0,3250000,,M
M003,02.2.00.3.0.01,2716300,,M
M003,02.2.00.3.0.02,82300,,M
M003,02.2.00.3.0.03,451400,,L
M003,02.2.00.4,822100,,L
M003,02.2.00.4.0,822100,,L
M003,02.2.00.4.0.01,344900,,P
M003,02.2.00.4.0.02,477200,,M
M003,02.2.00.4.0.03,,,S
M003,02.2.00.4.0.99,,,S
M003,02.3,,,S
M003,02.3.00,,,S
M003,02.3.00.0,,,S
M003,02.3.00.0.0,,,S
M003,02.3.00.0.0.00,,,S
M003,03,64478900,,R
M003,03.1,50913700,,R
M003,03.1.01,17367700,,R
M003,03.1.01.0,17367700,,R
M003,03.1.01.0.0,,,S
M003,03.1.01.0.0.00,,,S
M003,03.1.01.0.1,620000,,L
M003,03.1.01.0.1.01,620000,,L
M003,03.1.01.0.1.02,,,S
M003,03.1.01.0.2,1042100,,M
M003,03.1.01.0.2.01,544600,,L
M003,03.1.01.0.2.02,497500,,M
M003,03.1.01.0.3,106600,,P
M003,03.1.01.0.3.00,106600,,P
M003,03.1.01.0.4,3191700,,M
M003,03.1.01.0.4.01,588400,,L
M003,03.1.01.0.4.02,634700,,M
M003,03.1.01.0.4.03,1968600,,M
M003,03.1.01.0.5,1741400,,M
M003,03.1.01.0.5.01,543800,,L
M003,03.1.01.0.5.02,312900,,L
M003,03.1.01.0.5.03,238400,,P
M003,03.1.01.0.5.04,285900,,L
M003,03.1.01.0.5.06,360400,,L
M003,03.1.01.0.6,912700,,L
M003,03.1.01.0.6.00,912700,,L
M003,03.1.01.0.7,1558800,,M
M003,03.1.01.0.7.01,,,S
M003,03.1.01.0.7.02,413700,,L
M003,03.1.01.0.7.03,479300,,L
M003,03.1.01.0.7.04,252800,,M
M003,03.1.01.0.7.05,358700,,M
M003,03.1.01.0.8,8141600,,M
M003,03.1.01.0.8.00,5750300,,M
M003,03.1.01.0.8.01,524900,,L
M003,03.1.01.0.8.02,774600,,M
M003,03.1.01.0.8.03,910900,,L
M003,03.1.01.0.8.04,164200,,L
M003,03.1.01.0.8.99,,,S
M003,03.1.02,7890200,,M
M003,03.1.02.0,7890200,,M
M003,03.1.02.0.1,,,S
M003,03.1.02.0.1.01,,,S
M003,03.1.02.0.1.02,,,S
M003,03.1.02.0.2,1799000,,M
M003,03.1.02.0.2.01,225100,,P
M003,03.1.02.0.2.04,1573900,,L
M003,03.1.02.0.3,1218700,,L
M003,03.1.02.0.3.01,529600,,L
M003,03.1.02.0.3.02,689000,,P
M003,03.1.02.0.4,1902100,,M
M003,03.1.02.0.4.01,785400,,M
M003,03.1.02.0.4.02,,,S
M003,03.1.02.0.4.03,829200,,M
M003,03.1.02.0.5,588200,,M
M003,03.1.02.0.5.00,,,S
M003,03.1.02.0.5.01,63100,,P
M003,03.1.02.0.5.02,,,S
M003,03.1.02.0.5.03,304500,,L
M003,03.1.02.0.5.04,189900,,L
M003,03.1.02.0.6,707100,,M
M003,03.1.02.0.6.01,,,S
M003,03.1.02.0.6.02,94800,,P
M003,03.1.02.0.6.03,358400,,M
M003,03.1.02.0.6.04,222500,,M
M003,03.1.02.0.7,1434000,,L
M003,03.1.02.0.7.00,341800,,L
M003,03.1.02.0.7.01,,,S
M003,03.1.02.0.7.02,1015200,,L
M003,03.1.02.0.7.99,,,S
M003,03.1.03,18169700,,R
M003,03.1.03.0,18169700,,R
M003,03.1.03.0.1,,,S
M003,03.1.03.0.1.01,,,S
M003,03.1.03.0.1.02,,,S
M003,03.1.03.0.2,1061300,,M
M003,03.1.03.0.2.01,,,S
M003,03.1.03.0.2.02,1061300,,M
M003,03.1.03.0.3,1840800,,M
M003,03.1.03.0.3.01,1384300,,M
M003,03.1.03.0.3.02,456400,,L
M003,03.1.03.0.4,2752700,,M
M003,03.1.03.0.4.01,473800,,L
M003,03.1.03.0.4.02,,,S
M003,03.1.03.0.4.03,2061700,,M
M003,03.1.03.0.5,4416400,,M
M003,03.1.03.0.5.01,415800,,L
M003,03.1.03.0.5.02,1318400,,M
M003,03.1.03.0.5.03,2682100,,M
M003,03.1.03.0.6,929700,,L
M003,03.1.03.0.6.00,343600,,L
M003,03.1.03.0.6.01,135500,,L
M003,03.1.03.0.6.02,213700,,P
M003,03.1.03.0.6.03,,,S
M003,03.1.03.0.6.05,196500,,L
M003,03.1.03.0.7,3420300,,M
M003,03.1.03.0.7.01,,,S
M003,03.1.03.0.7.02,338500,,L
M003,03.1.03.0.7.03,2320800,,M
M003,03.1.03.0.7.04,183000,,L
M003,03.1.03.0.7.05,562100,,M
M003,03.1.03.0.8,3643200,,M
M003,03.1.03.0.8.00,2612600,,M
M003,03.1.03.0.8.01,296100,,M
M003,03.1.03.0.8.02,620000,,L
M003,03.1.03.0.8.99,114500,,L
M003,03.1.04,3478400,,R
M003,03.1.04.1,694000,,M
M003,03.1.04.1.1,,,S
M003,03.1.04.1.1.00,,,S
M003,03.1.04.1.2,,,S
M003,03.1.04.1.2.02,,,S
M003,03.1.04.1.2.04,,,S
M003,03.1.04.1.3,49400,,L
M003,03.1.04.1.3.01,,,S
M003,03.1.04.1.3.02,,,S
M003,03.1.04.1.4,205600,,M
M003,03.1.04.1.4.01,,,S
M003,03.1.04.1.4.02,,,S
M003,03.1.04.1.4.03,162000,,L
M003,03.1.04.1.5,205600,,L
M003,03.1.04.1.5.00,,,S
M003,03.1.04.1.5.01,70200,,L
M003,03.1.04.1.5.02,,,S
M003,03.1.04.1.5.03,23300,,L
M003,03.1.04.1.5.04,112100,,P
M003,03.1.04.1.6,,,S
M003,03.1.04.1.6.00,,,S
M003,03.1.04.1.7,183800,,L
M003,03.1.04.1.7.01,45000,,L
M003,03.1.04.1.7.02,26800,,L
M003,03.1.04.1.7.03,66900,,L
M003,03.1.04.1.7.04,45200,,L
M003,03.1.04.1.8,,,S
M003,03.1.04.1.8.00,,,S
M003,03.1.04.1.8.01,,,S
M003,03.1.04.1.8.02,,,S
M003,03.1.04.1.8.99,,,S
M003,03.1.04.2,1451400,,M
M003,03.1.04.2.1,,,S
M003,03.1.04.2.1.00,,,S
M003,03.1.04.2.2,130600,,P
M003,03.1.04.2.2.01,,,S
M003,03.1.04.2.2.04,130600,,P
M003,03.1.04.2.3,72600,,L
M003,03.1.04.2.3.01,,,S
M003,03.1.04.2.3.02,,,S
M003,03.1.04.2.4,295400,,L
M003,03.1.04.2.4.01,,,S
M003,03.1.04.2.4.02,280800,,L
M003,03.1.04.2.5,291000,,L
M003,03.1.04.2.5.02,,,S
M003,03.1.04.2.5.03,273000,,L
M003,03.1.04.2.6,81500,,L
M003,03.1.04.2.6.00,,,S
M003,03.1.04.2.6.01,,,S
M003,03.1.04.2.6.02,37700,,L
M003,03.1.04.2.6.03,,,S
M003,03.1.04.2.6.05,,,S
M003,03.1.04.2.7,,,S
M003,03.1.04.2.7.00,,,S
M003,03.1.04.2.8,313400,,M
M003,03.1.04.2.8.01,,,S
M003,03.1.04.2.8.02,115000,,L
M003,03.1.04.2.8.03,39600,,P
M003,03.1.04.2.8.04,,,S
M003,03.1.04.2.8.05,149100,,L
M003,03.1.04.2.9,118600,,L
M003,03.1.04.2.9.00,118600,,L
M003,03.1.04.2.9.01,,,S
M003,03.1.04.2.9.02,,,S
M003,03.1.04.2.9.99,,,S
M003,03.1.04.3,1333000,,M
M003,03.1.04.3.0,1333000,,M
M003,03.1.04.3.0.00,371900,,L
M003,03.1.04.3.0.01,,,S
M003,03.1.04.3.0.02,77400,,L
M003,03.1.04.3.0.03,,,S
M003,03.1.04.3.0.04,62700,,P
M003,03.1.04.3.0.05,,,S
M003,03.1.04.3.0.06,147700,,L
M003,03.1.04.3.0.07,369000,,L
M003,03.1.04.3.0.08,89100,,L
M003,03.1.04.3.0.09,20500,,L
M003,03.1.04.3.0.11,,,S
M003,03.1.04.3.0.99,102600,,L
M003,03.1.05,1253800,,R
M003,03.1.05.0,1253800,,R
M003,03.1.05.0.0,1253800,,R
M003,03.1.05.0.0.01,548300,,M
M003,03.1.05.0.0.02,206100,,L
M003,03.1.05.0.0.03,123900,,L
M003,03.1.05.0.0.04,262200,,M
M003,03.1.05.0.0.05,,,S
M003,03.1.05.0.0.06,103400,,L
M003,03.1.06,1316000,,M
M003,03.1.06.0,1316000,,M
M003,03.1.06.0.0,1316000,,M
M003,03.1.06.0.0.00,40700,,L
M003,03.1.06.0.0.01,,,S
M003,03.1.06.0.0.02,32400,,L
M003,03.1.06.0.0.03,11400,,P
M003,03.1.06.0.0.04,656500,,L
M003,03.1.06.0.0.05,86000,,L
M003,03.1.06.0.0.06,,,S
M003,03.1.06.0.0.07,69900,,L
M003,03.1.06.0.0.08,20800,,L
M003,03.1.06.0.0.09,,,S
M003,03.1.06.0.0.10,44900,,L
M003,03.1.06.0.0.11,227700,,P
M003,03.1.06.0.0.12,59800,,L
M003,03.1.06.0.0.99,29900,,L
M003,03.1.07,1437900,,M
M003,03.1.07.0,1437900,,M
M003,03.1.07.0.0,1437900,,M
M003,03.1.07.0.0.01,414800,,M
M003,03.1.07.0.0.02,404600,,M
M003,03.1.07.0.0.03,,,S
M003,03.1.07.0.0.04,296600,,L
M003,03.1.07.0.0.05,,,S
M003,03.1.07.0.0.99,,,S
M003,03.2,13565100,,R
M003,03.2.01,5452700,,M
M003,03.2.01.0,5452700,,M
M003,03.2.01.0.0,5452700,,M
M003,03.2.01.0.0.00,,,S
M003,03.2.01.0.0.01,,,S
M003,03.2.01.0.0.02,3465600,,M
M003,03.2.01.0.0.04,182700,,L
M003,03.2.01.0.0.05,222900,,L
M003,03.2.01.0.0.07,,,S
M003,03.2.01.0.0.08,1149000,,L
M003,03.2.01.0.0.99,,,S
M003,03.2.02,2153200,,L
M003,03.2.02.0,2153200,,L
M003,03.2.02.0.0,2153200,,L
M003,03.2.02.0.0.00,,,S
M003,03.2.02.0.0.01,,,S
M003,03.2.02.0.0.02,1161700,,L
M003,03.2.02.0.0.04,35300,,L
M003,03.2.02.0.0.05,45800,,L
M003,03.2.02.0.0.07,,,S
M003,03.2.02.0.0.08,871400,,L
M003,03.2.02.0.0.99,,,S
M003,03.2.03,3890500,,M
M003,03.2.03.0,3890500,,M
M003,03.2.03.0.0,3890500,,M
M003,03.2.03.0.0.00,,,S
M003,03.2.03.0.0.01,,,S
M003,03.2.03.0.0.02,2577100,,M
M003,03.2.03.0.0.04,420400,,L
M003,03.2.03.0.0.05,195300,,L
M003,03.2.03.0.0.07,,,S
M003,03.2.03.0.0.08,460800,,L
M003,03.2.03.0.0.99,,,S
M003,03.2.04,1742500,,M
M003,03.2.04.0,1742500,,M
M003,03.2.04.0.0,1742500,,M
M003,03.2.04.0.0.00,,,S
M003,03.2.04.0.0.01,,,S
M003,03.2.04.0.0.02,509400,,L
M003,03.2.04.0.0.04,,,S
M003,03.2.04.0.0.05,,,S
M003,03.2.04.0.0.07,,,S
M003,03.2.04.0.0.08,592300,,L
M003,03.2.04.0.0.99,472200,,P
M003,03.2.05,326300,,M
M003,03.2.05.0,326300,,M
M003,03.2.05.0.0,326300,,M
M003,03.2.05.0.0.01,,,S
M003,03.2.05.0.0.02,66700,,L
M003,03.2.05.0.0.03,,,S
M003,03.2.05.0.0.04,81700,,L
M003,03.2.05.0.0.06,166700,,L
M003,03.2.05.0.0.99,,,S
M003,04,605035800,,R
M003,04.1,216888000,,R
M003,04.1.01,212200000,,R
M003,04.1.01.1,210700900,,R
M003,04.1.01.1.0,210700900,,R
M003,04.1.01.1.0.01,149500,,L
M003,04.1.01.1.0.02,210250600,,R
M003,04.1.01.1.0.03,300800,,L
M003,04.1.01.2,1499000,,M
M003,04.1.01.2.0,1499000,,M
M003,04.1.01.2.0.01,,,S
M003,04.1.01.2.0.02,,,S
M003,04.1.01.2.0.03,,,S
M003,04.1.01.2.0.04,444800,,L
M003,04.1.01.2.0.05,694300,,L
M003,04.1.02,4688000,,M
M003,04.1.02.0,4688000,,M
M003,04.1.02.0.0,4688000,,M
M003,04.1.02.0.0.01,2879700,,R
M003,04.1.02.0.0.02,762000,,M
M003,04.1.02.0.0.99,1046400,,L
M003,04.2,183144900,,R
M003,04.2.01,121577500,,R
M003,04.2.01.2,121577500,,R
M003,04.2.01.2.0,121577500,,R
M003,04.2.01.2.0.01,99785800,,R
M003,04.2.01.2.0.02,19205600,,M
M003,04.2.01.2.0.03,1686600,,L
M003,04.2.01.2.0.04,899500,,L
M003,04.2.02,7038600,,M
M003,04.2.02.0,7038600,,M
M003,04.2.02.0.1,651200,,L
M003,04.2.02.0.1.01,255200,,L
M003,04.2.02.0.1.02,326700,,L
M003,04.2.02.0.1.03,,,S
M003,04.2.02.0.1.99,62600,,P
M003,04.2.02.0.2,43900,,P
M003,04.2.02.0.2.01,,,S
M003,04.2.02.0.2.99,36900,,P
M003,04.2.02.0.3,236800,,L
M003,04.2.02.0.3.01,151700,,P
M003,04.2.02.0.3.02,85200,,L
M003,04.2.02.0.4,196200,,L
M003,04.2.02.0.4.01,65900,,L
M003,04.2.02.0.4.02,,,S
M003,04.2.02.0.4.03,24200,,P
M003,04.2.02.0.4.04,98300,,P
M003,04.2.02.0.4.05,,,S
M003,04.2.02.0.4.99,,,S
M003,04.2.02.0.5,,,S
M003,04.2.02.0.5.01,,,S
M003,04.2.02.0.5.02,,,S
M003,04.2.02.0.5.03,,,S
M003,04.2.02.0.5.04,,,S
M003,04.2.02.0.6,3325400,,M
M003,04.2.02.0.6.01,856700,,L
M003,04.2.02.0.6.02,864200,,M
M003,04.2.02.0.6.03,114300,,L
M003,04.2.02.0.6.04,1490300,,L
M003,04.2.02.0.7,417600,,L
M003,04.2.02.0.7.01,,,S
M003,04.2.02.0.7.02,105100,,L
M003,04.2.02.0.7.03,47400,,L
M003,04.2.02.0.7.04,63700,,P
M003,04.2.02.0.7.05,201500,,L
M003,04.2.02.0.8,2158100,,M
M003,04.2.02.0.8.00,,,S
M003,04.2.02.0.8.01,,,S
M003,04.2.02.0.8.02,29500,,L
M003,04.2.02.0.8.03,229900,,M
M003,04.2.02.0.8.04,42600,,P
M003,04.2.02.0.8.05,1320800,,M
M003,04.2.02.0.8.06,108900,,P
M003,04.2.02.0.8.07,92900,,P
M003,04.2.02.0.8.08,,,S
M003,04.2.02.0.8.09,200100,,L
M003,04.2.02.0.8.10,,,S
M003,04.2.02.0.8.98,,,S
M003,04.2.02.0.8.99,,,S
M003,04.2.03,54528800,,M
M003,04.2.03.0,54528800,,M
M003,04.2.03.0.0,54528800,,M
M003,04.2.03.0.0.01,1327700,,L
M003,04.2.03.0.0.02,1083200,,L
M003,04.2.03.0.0.03,976300,,L
M003,04.2.03.0.0.04,926300,,L
M003,04.2.03.0.0.05,298400,,L
M003,04.2.03.0.0.06,1006300,,L
M003,04.2.03.0.0.07,11323900,,M
M003,04.2.03.0.0.08,3463700,,M
M003,04.2.03.0.0.09,2408000,,L
M003,04.2.03.0.0.10,911000,,L
M003,04.2.03.0.0.11,2018600,,L
M003,04.2.03.0.0.12,2488900,,M
M003,04.2.03.0.0.13,602600,,L
M003,04.2.03.0.0.14,,,S
M003,04.2.03.0.0.15,,,S
M003,04.2.03.0.0.16,,,S
M003,04.2.03.0.0.17,2911000,,L
M003,04.2.03.0.0.18,,,S
M003,04.2.03.0.0.19,3871400,,L
M003,04.2.03.0.0.20,,,S
M003,04.2.03.0.0.21,2227000,,M
M003,04.2.03.0.0.22,,,S
M003,04.2.03.0.0.23,116100,,L
M003,04.2.03.0.0.24,14186600,,P
M003,04.2.03.0.0.25,98400,,L
M003,04.2.03.0.0.99,304000,,L
M003,04.3,50232600,,R
M003,04.3.01,17600100,,M
M003,04.3.01.0,17600100,,M
M003,04.3.01.0.1,1088600,,P
M003,04.3.01.0.1.01,,,S
M003,04.3.01.0.1.02,,,S
M003,04.3.01.0.1.03,92700,,P
M003,04.3.01.0.1.99,127900,,L
M003,04.3.01.0.2,40600,,L
M003,04.3.01.0.2.01,,,S
M003,04.3.01.0.2.99,19300,,L
M003,04.3.01.0.3,2370700,,M
M003,04.3.01.0.3.01,1344500,,L
M003,04.3.01.0.3.02,335900,,L
M003,04.3.01.0.3.03,690300,,L
M003,04.3.01.0.4,3736900,,L
M003,04.3.01.0.4.01,915700,,L
M003,04.3.01.0.4.02,118800,,P
M003,04.3.01.0.4.03,134800,,M
M003,04.3.01.0.4.04,126000,,L
M003,04.3.01.0.4.05,,,S
M003,04.3.01.0.4.99,2440100,,P
M003,04.3.01.0.5,720000,,M
M003,04.3.01.0.5.01,298300,,L
M003,04.3.01.0.5.02,195500,,M
M003,04.3.01.0.5.03,164900,,L
M003,04.3.01.0.5.04,61300,,L
M003,04.3.01.0.6,1679900,,M
M003,04.3.01.0.6.01,493200,,P
M003,04.3.01.0.6.02,833700,,M
M003,04.3.01.0.6.03,216100,,L
M003,04.3.01.0.6.04,,,S
M003,04.3.01.0.7,1193900,,P
M003,04.3.01.0.7.01,,,S
M003,04.3.01.0.7.02,111800,,P
M003,04.3.01.0.7.03,946600,,P
M003,04.3.01.0.7.04,95400,,L
M003,04.3.01.0.7.05,,,S
M003,04.3.01.0.8,6769500,,M
M003,04.3.01.0.8.00,,,S
M003,04.3.01.0.8.01,,,S
M003,04.3.01.0.8.02,704900,,L
M003,04.3.01.0.8.03,2669800,,M
M003,04.3.01.0.8.04,466700,,L
M003,04.3.01.0.8.05,1162400,,L
M003,04.3.01.0.8.06,146300,,L
M003,04.3.01.0.8.07,40900,,L
M003,04.3.01.0.8.08,,,S
M003,04.3.01.0.8.09,655300,,P
M003,04.3.01.0.8.98,,,S
M003,04.3.01.0.8.99,243400,,L
M003,04.3.02,32632500,,M
M003,04.3.02.0,32632500,,M
M003,04.3.02.0.0,32632500,,M
M003,04.3.02.0.0.01,336200,,L
M003,04.3.02.0.0.02,304500,,L
M003,04.3.02.0.0.03,538400,,P
M003,04.3.02.0.0.04,882900,,L
M003,04.3.02.0.0.05,6284400,,M
M003,04.3.02.0.0.06,4181800,,M
M003,04.3.02.0.0.07,2744600,,M
M003,04.3.02.0.0.08,449300,,L
M003,04.3.02.0.0.09,278300,,L
M003,04.3.02.0.0.10,726400,,P
M003,04.3.02.0.0.11,1421300,,M
M003,04.3.02.0.0.12,5078500,,M
M003,04.3.02.0.0.13,,,S
M003,04.3.02.0.0.14,79300,,P
M003,04.3.02.0.0.15,285000,,L
M003,04.3.02.0.0.16,769300,,L
M003,04.3.02.0.0.17,,,S
M003,04.3.02.0.0.18,1563800,,M
M003,04.3.02.0.0.19,,,S
M003,04.3.02.0.0.20,130300,,L
M003,04.3.02.0.0.21,2125600,,M
M003,04.3.02.0.0.22,370800,,M
M003,04.3.02.0.0.23,189200,,L
M003,04.3.02.0.0.24,543600,,L
M003,04.3.02.0.0.99,982800,,L
M003,04.4,69848200,,R
M003,04.4.01,7990500,,R
M003,04.4.01.0,7990500,,R
M003,04.4.01.0.0,7990500,,R
M003,04.4.01.0.0.00,7990500,,R
M003,04.4.02,2116500,,M
M003,04.4.02.0,2116500,,M
M003,04.4.02.0.0,2116500,,M
M003,04.4.02.0.0.01,826800,,M
M003,04.4.02.0.0.02,833900,,R
M003,04.4.02.0.0.03,451500,,M
M003,04.4.02.0.0.99,,,S
M003,04.4.03,59408200,,R
M003,04.4.03.1,59407000,,R
M003,04.4.03.1.0,59407000,,R
M003,04.4.03.1.0.01,30869000,,R
M003,04.4.03.1.0.02,3638300,,R
M003,04.4.03.1.0.03,1348000,,M
M003,04.4.03.1.0.04,156800,,L
M003,04.4.03.1.0.05,21941500,,R
M003,04.4.03.1.0.06,1453300,,M
M003,04.4.03.2,,,S
M003,04.4.03.2.0,,,S
M003,04.4.03.2.0.01,,,S
M003,04.4.03.2.0.02,,,S
M003,04.4.03.2.0.99,,,S
M003,04.4.04,333000,,L
M003,04.4.04.0,333000,,L
M003,04.4.04.0.0,333000,,L
M003,04.4.04.0.0.00,333000,,L
M003,04.5,78472600,,R
M003,04.5.01,64923100,,R
M003,04.5.01.0,64923100,,R
M003,04.5.01.0.0,64923100,,R
M003,04.5.01.0.0.00,64923100,,R
M003,04.5.02,5435000,,R
M003,04.5.02.1,3258400,,R
M003,04.5.02.1.0,3258400,,R
M003,04.5.02.1.0.00,3258400,,R
M003,04.5.02.2,2176600,,R
M003,04.5.02.2.0,2176600,,R
M003,04.5.02.2.0.00,2176600,,R
M003,04.5.03,1949500,,R
M003,04.5.03.0,1949500,,R
M003,04.5.03.0.0,1949500,,R
M003,04.5.03.0.0.01,174700,,L
M003,04.5.03.0.0.02,1774800,,R
M003,04.5.04,90600,,L
M003,04.5.04.0,90600,,L
M003,04.5.04.0.0,90600,,L
M003,04.5.04.0.0.01,90600,,L
M003,04.5.05,6074400,,R
M003,04.5.05.0,6074400,,R
M003,04.5.05.0.0,6074400,,R
M003,04.5.05.0.0.02,5751500,,R
M003,04.5.05.0.0.03,12600,,L
M003,04.5.05.0.0.04,102500,,M
M003,04.5.05.0.0.99,207800,,L
M003,04.6,6449600,,M
M003,04.6.00,6449600,,M
M003,04.6.00.0,6449600,,M
M003,04.6.00.0.0,6449600,,M
M003,04.6.00.0.0.01,1805700,,M
M003,04.6.00.0.0.02,,,S
M003,04.6.00.0.0.03,3795700,,L
M003,04.6.00.0.0.99,848200,,M
M003,05,90164000,,R
M003,05.1,23894700,,R
M003,05.1.01,18424700,,R
M003,05.1.01.0,18424700,,R
M003,05.1.01.0.0,18424700,,R
M003,05.1.01.0.0.00,,,S
M003,05.1.01.0.0.01,,,S
M003,05.1.01.0.0.02,,,S
M003,05.1.01.0.0.03,,,S
M003,05.1.01.0.0.04,,,S
M003,05.1.01.0.0.05,,,S
M003,05.1.01.0.0.06,699200,,M
M003,05.1.01.0.0.07,190100,,L
M003,05.1.01.0.0.08,,,S
M003,05.1.01.0.0.09,57600,,L
M003,05.1.01.0.0.10,,,S
M003,05.1.01.0.0.11,113900,,L
M003,05.1.01.0.0.12,,,S
M003,05.1.01.0.0.13,349100,,L
M003,05.1.01.0.0.14,435400,,M
M003,05.1.01.0.0.15,25500,,P
M003,05.1.01.0.0.16,2577300,,M
M003,05.1.01.0.0.17,263600,,L
M003,05.1.01.0.0.18,198700,,M
M003,05.1.01.0.0.19,84200,,L
M003,05.1.01.0.0.20,3090800,,M
M003,05.1.01.0.0.21,31700,,L
M003,05.1.01.0.0.22,55500,,L
M003,05.1.01.0.0.23,156700,,L
M003,05.1.01.0.0.24,,,S
M003,05.1.01.0.0.25,223800,,L
M003,05.1.01.0.0.26,,,S
M003,05.1.01.0.0.27,56100,,L
M003,05.1.01.0.0.28,37500,,P
M003,05.1.01.0.0.30,44300,,L
M003,05.1.01.0.0.31,627000,,M
M003,05.1.01.0.0.32,,,S
M003,05.1.01.0.0.33,,,S
M003,05.1.01.0.0.34,,,S
M003,05.1.01.0.0.36,906600,,L
M003,05.1.01.0.0.37,452400,,L
M003,05.1.01.0.0.38,,,S
M003,05.1.01.0.0.39,657500,,M
M003,05.1.01.0.0.40,153400,,L
M003,05.1.01.0.0.41,32900,,P
M003,05.1.01.0.0.42,201200,,L
M003,05.1.01.0.0.43,193100,,P
M003,05.1.01.0.0.44,,,S
M003,05.1.01.0.0.45,357000,,L
M003,05.1.01.0.0.46,2460800,,M
M003,05.1.01.0.0.47,528000,,M
M003,05.1.01.0.0.48,1015000,,P
M003,05.1.01.0.0.49,11900,,L
M003,05.1.01.0.0.96,681000,,M
M003,05.1.01.0.0.97,,,S
M003,05.1.01.0.0.98,,,S
M003,05.1.01.0.0.99,19700,,P
M003,05.1.02,4822400,,M
M003,05.1.02.0,4822400,,M
M003,05.1.02.0.0,4822400,,M
M003,05.1.02.0.0.00,,,S
M003,05.1.02.0.0.01,3251300,,M
M003,05.1.02.0.0.02,288200,,M
M003,05.1.02.0.0.03,513800,,P
M003,05.1.02.0.0.04,233300,,M
M003,05.1.02.0.0.05,,,S
M003,05.1.02.0.0.06,505900,,L
M003,05.1.02.0.0.99,,,S
M003,05.1.03,647600,,P
M003,05.1.03.0,647600,,P
M003,05.1.03.0.0,647600,,P
M003,05.1.03.0.0.01,,,S
M003,05.1.03.0.0.02,99700,,P
M003,05.1.03.0.0.03,444900,,P
M003,05.1.03.0.0.04,,,S
M003,05.2,8520800,,R
M003,05.2.00,8520800,,R
M003,05.2.00.0,8520800,,R
M003,05.2.00.0.0,8520800,,R
M003,05.2.00.0.0.00,156700,,P
M003,05.2.00.0.0.01,167700,,P
M003,05.2.00.0.0.02,862300,,M
M003,05.2.00.0.0.03,2408000,,M
M003,05.2.00.0.0.04,875300,,M
M003,05.2.00.0.0.05,673400,,M
M003,05.2.00.0.0.06,,,S
M003,05.2.00.0.0.07,282900,,L
M003,05.2.00.0.0.09,,,S
M003,05.2.00.0.0.10,,,S
M003,05.2.00.0.0.11,106900,,L
M003,05.2.00.0.0.12,601100,,L
M003,05.2.00.0.0.14,1925500,,M
M003,05.2.00.0.0.99,261700,,L
M003,05.3,17992800,,R
M003,05.3.01,14793200,,M
M003,05.3.01.1,3119300,,R
M003,05.3.01.1.0,3119300,,R
M003,05.3.01.1.0.01,91300,,M
M003,05.3.01.1.0.02,98700,,M
M003,05.3.01.1.0.03,17900,,P
M003,05.3.01.1.0.04,1298600,,M
M003,05.3.01.1.0.05,1466500,,M
M003,05.3.01.1.0.06,146300,,M
M003,05.3.01.2,3668400,,R
M003,05.3.01.2.0,3668400,,R
M003,05.3.01.2.0.01,129900,,M
M003,05.3.01.2.0.02,,,S
M003,05.3.01.2.0.03,971100,,M
M003,05.3.01.2.0.04,1826200,,R
M003,05.3.01.2.0.05,455600,,M
